企业名称,经营状态,信用代码,省份,城市,区域,城市基建,能源,交通,水利,工业服务,施工,设计/EPC,投资,其他,EPC,已清洗
株洲创美建设工程有限公司,存续,91430211MA4T1WKN9J,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲创胜建设有限公司,存续,91430221MA4T16QT57,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲创晔电力工程有限公司,存续,91430203MA7M8PW560,湖南省,株洲,芦淞,,电力,,,,施工,,,,,#N/A
株洲创亿园园林绿化工程有限公司,存续,91430223MA4QKD5P9A,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲春色园林绿化工程有限公司,存续,91430211MA4Q35A28U,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲村镇建设工程有限公司,存续,914302003256605331,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲村镇水务有限公司,存续,91430211MA4R78WTX3,湖南省,株洲,天元,水务,,,,,,,社投,,,#N/A
株洲达尔能源有限公司,存续,91430223MADD1HMK8T,湖南省,娄底,双峰,,电力,,,,,,社投,,,#N/A
株洲大程土石方工程有限公司,存续,91430200MA4L2F0X5X,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲大京建筑工程有限公司,存续,91430221184521205M,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲单越新能源有限公司,存续,91430223MADQ2WGX40,湖南省,益阳,桃江,,电力,,,,,,社投,,,#N/A
株洲德强工程有限公司,存续,91430221MA4Q905250,湖南省,株洲,株洲,,矿冶,,,,施工,,,,,#N/A
株洲电力勘测设计科研有限责任公司,存续,914302001843513656,湖南省,株洲,天元,,电力,,,,,设计,,,,#N/A
株洲顶盛电力建设有限公司,存续,91430221MABN3ABA34,湖南省,湘西,花垣,,电力,,,,,,社投,,,#N/A
株洲鼎端装备股份有限公司,存续,91430200587044554K,湖南省,株洲,天元,,,,,工业服务,,,社投,,,#N/A
株洲鼎阳环保机电技术有限公司,存续,91430200079184956K,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲多普生环境能源有限公司,存续,91430200090888209B,湖南省,株洲,石峰,水务,,,,,,,社投,,,#N/A
株洲芳景园林绿化工程有限公司,存续,91430211MA4T8TH362,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲飞宏电力安装有限公司,存续,914302210897450329,湖南省,株洲,株洲,,电力,,,,施工,,,,,#N/A
株洲飞鹿高新材料技术股份有限公司,存续,914302007656224696,湖南省,株洲,荷塘,,,,,工业服务,施工,,,,,#N/A
株洲飞鱼水环境污染防治有限公司,存续,91430211MADKHT8U76,湖南省,株洲,天元,环境环保,,,,,,,社投,,,#N/A
株洲丰隆矿业有限责任公司,存续,91430223680327823N,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲丰盛矿业有限责任公司,存续,91430223680326601U,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲福之源环境科技有限公司,存续,91430211338509701M,湖南省,长沙,宁乡,环境环保,,,,,,,社投,,,#N/A
株洲富强建筑装饰工程有限公司,存续,91430204MA4P88045H,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲富润园林绿化有限责任公司,存续,91430211MA7CJJT19E,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲高科火炬信息服务有限公司,存续,91430211MA4L1CTF90,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲高科集团有限公司,存续,9143021173475117X8,湖南省,株洲,天元,传统施工,,,,,,,社投,,,9143021173475117X8
株洲高科建设工程有限公司,存续,91430211734751161G,湖南省,株洲,天元,传统施工,,,,,施工,,,,,91430211734751161G
株洲高科汽博园开发有限公司,存续,91430200338474107P,湖南省,株洲,天元,传统施工,,,,,,,社投,,,#N/A
株洲高科汽车园投资发展有限公司,存续,91430211097481698L,湖南省,株洲,天元,传统施工,,,,,,,公投,,,#N/A
株洲高新电业集团有限公司,存续,914302001842934680,湖南省,株洲,天元,,电力,,,,施工,,,,,914302001842934680
株洲高新火电建设有限公司,存续,914302005722357027,湖南省,株洲,石峰,,电力,,,,施工,,,,,#N/A
株洲冠宇建设有限公司,存续,91430200MA4QM6DJ2F,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,91430200MA4QM6DJ2F
株洲轨道交通产业发展股份有限公司,存续,91430200559510845M,湖南省,株洲,石峰,,,城市轨道,,,,,公投,,,#N/A
株洲豪派装饰工程有限公司,存续,91430211MADJTU411C,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲浩淼供水有限公司,存续,91430203MADFF60B2U,湖南省,株洲,芦淞,供水(自来水）,,,,,,,社投,,,#N/A
株洲合力电磁工程有限公司,存续,914302116895192744,湖南省,株洲,天元,传统施工,,,,,施工,,,,,914302116895192744
株洲合众能源有限公司,存续,91430200591021304T,湖南省,怀化,溆浦,城市燃气,,,,,,,社投,,,#N/A
株洲和煦建设工程有限责任公司,存续,91430200MA4LYRPW3A,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲恒安防水工程有限公司,存续,91430203MA4LH8X91E,湖南省,株洲,芦淞,,,,水利,,施工,,,,,#N/A
株洲恒振工程建设有限公司,存续,914302000813994115,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲红龙电工有限公司,存续,91430200663983175F,湖南省,株洲,天元,,电力,,,,施工,,,,,#N/A
株洲宏昌园林绿化有限公司,存续,91430204MACLLX1B99,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲宏达电子股份有限公司,存续,91430200616610317F,湖南省,株洲,荷塘,,,,,工业服务,,,,,装备EPC,#N/A
株洲宏亮电力工程有限公司,存续,91430202MAD4JG933E,湖南省,株洲,荷塘,,电力,,,,施工,,,,,#N/A
株洲宏润新能源有限公司,存续,91430221MA4PBNKP1L,湖南省,益阳,赫山,城市燃气,,,,,,,社投,,,#N/A
株洲泓舜电力工程有限公司,存续,91430203MA4RBFML1D,湖南省,株洲,芦淞,,电力,,,,施工,,,,,#N/A
株洲鸿大矿业有限公司,存续,91430223MA4LTBJG3P,湖南省,株洲,攸县,,矿冶,,,,,,公投,,,#N/A
株洲鸿飞矿业有限公司,存续,91430223MA4LXNUW9G,湖南省,株洲,攸县,,矿冶,,,,,,公投,,,#N/A
株洲鸿福电力安装有限公司,存续,91430221561714302U,湖南省,株洲,株洲,,电力,,,,施工,,,,,#N/A
株洲鸿泰建筑有限责任公司,存续,91430221779007432T,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲鸿佑生态环境工程有限公司,存续,91430211MAE55U9Q62,湖南省,株洲,天元,环境环保,,,,,施工,,,,,#N/A
株洲花漫园林绿化有限公司,存续,91430204MA7K37PX2Y,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲华辰机电工程有限公司,存续,91430204661671039H,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲华辰清整处理有限公司,存续,91430204344835589J,湖南省,株洲,石峰,环境环保,,,,,,,社投,,,#N/A
株洲华晟通信技术有限公司,存续,91430200770053897U,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲华锋钢构建设有限公司,存续,91430224MA4PHWTYXF,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲华匠项目管理有限公司,存续,91430224MA4L55RL8K,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲华美建设有限责任公司,存续,914302216803006983,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,914302216803006983
株洲华锐精密工具股份有限公司,存续,91430200799104619D,湖南省,株洲,芦淞,,,,,工业服务,,,社投,,,#N/A
株洲华新环境危废处置有限公司,存续,91430221MA4PELW55A,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲华云工程有限公司,存续,91430200696247414U,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲环彩园林有限公司,存续,91430202MA4R2B923U,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲焕然环境工程有限公司,存续,91430211MA7H8WEW7P,湖南省,株洲,天元,环境环保,,,,,施工,,,,,#N/A
株洲黄土坡建材贸易有限公司,存续,91430200MA4PB8113B,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲汇宏新能源有限公司,存续,91430203MACDJA3F3W,湖南省,株洲,攸县,,电力,,,,,,社投,,,#N/A
株洲汇鑫市政建设工程有限公司,存续,91430200666327253E,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲慧增园林绿化工程有限公司,存续,91430200MAC3T3J41N,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲火炬有色工程设计有限责任公司,存续,9143020018429249XW,湖南省,株洲,石峰,,矿冶,,,,,设计,,,,#N/A
株洲佳顺园林绿化工程有限公司,存续,91430200MA4RA7DG6E,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲嘉成科技发展有限公司,存续,9143020059326422XT,湖南省,株洲,天元,,,,,工业服务,,,社投,,,#N/A
株洲嘉源园林有限公司,存续,91430204MA4THAG37D,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲建设监理咨询有限责任公司,存续,914302111843010346,湖南省,株洲,天元,,电力,,,,,,,监理,,#N/A
株洲建英园林绿化工程有限公司,存续,91430200MA4QJ13C12,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲洁美园林有限责任公司,存续,91430200768041555R,湖南省,株洲,荷塘,环境环保,,,,,,,社投,,,#N/A
株洲金城集团基础设施建设有限公司,存续,91430200053895696E,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲金城集团资源开发建设有限公司,存续,9143020039739991XH,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲金城投资控股集团有限公司,存续,914302005702700536,湖南省,株洲,荷塘,传统施工,,,,,,,公投,,,914302005702700536
株洲金丰建设有限公司,存续,914302110813756200,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲金科建设投资经营集团有限公司,存续,91430200694008161D,湖南省,株洲,荷塘,传统施工,,,,,,,公投,,,91430200694008161D
株洲金桥电力检修有限公司,存续,91430204779045172T,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲金泰智慧能源有限公司,存续,91430211MADL20430K,湖南省,娄底,新化,,电力,,,,,,社投,,,#N/A
株洲金田防水保温工程有限公司,存续,91430211MA4LRLUH88,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲金元飞鹿智慧能源有限公司,存续,91430202MACKK5BG0N,湖南省,永州,蓝山,,电力,,,,,,社投,,,#N/A
株洲经纬建筑有限公司,存续,91430221MA4PYRM9X1,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲景霖园林绿化工程有限责任公司,存续,91430211MAC2KW1G4M,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲景盛园林建设有限公司,存续,91430211MA4RDGXE8K,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲景拓实业有限公司,存续,91430203MAC5QETD47,湖南省,长沙,芙蓉,,电力,,,,,,社投,,,#N/A
株洲景源生态园林有限公司,存续,91430224MA4QDB9B6W,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲璟龙园林工程有限公司,存续,91430200MA4QNJ97XF,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲九方装备股份有限公司,存续,914302001842891431,湖南省,株洲,石峰,,,,,工业服务,,,,,装备EPC,#N/A
株洲久安建设工程有限责任公司,存续,91430200MA4LATTG28,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲均坝建筑工程有限公司,存续,9143022118452051XT,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲开发区千年科技有限责任公司,存续,9143021171709207X5,湖南省,株洲,天元,,电力,,,,,设计EPC,,,,#N/A
株洲开毅园林建筑有限公司,存续,91430204MABTAA4T89,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲凯丰园林建筑工程有限公司,存续,91430211MA4TCBBD2G,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲凯石建筑有限责任公司,存续,91430200MA4LHDE00M,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲凯士隆燃气有限责任公司,存续,91430281698580659M,湖南省,邵阳,洞口,城市燃气,,,,,,,社投,,,#N/A
株洲兰天武陵能源科技有限公司,存续,9143020007055528XQ,湖南省,怀化,沅陵,,电力,,,,,,社投,,,#N/A
株洲浪雄亮化工程有限公司,存续,91430203074968794L,湖南省,株洲,芦淞,,,城市轨道,,,施工,,,,,#N/A
株洲老沈液化气有限公司,存续,91430203MAC02GQD56,湖南省,怀化,溆浦,城市燃气,,,,,,,社投,,,#N/A
株洲立德众邦机电工程有限公司,存续,91430203053880785F,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲联诚集团控股股份有限公司,存续,91430200707250281J,湖南省,株洲,石峰,,,交通综合,,工业服务,施工,,,,,#N/A
株洲烈哥园林建筑工程有限公司,存续,91430200MAC4UJXE29,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲林浩防腐工程有限公司,存续,914302003447632639,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,#N/A
株洲临云园林绿化工程有限公司,存续,91430204MA7LT4RF2T,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲凌鹰建设有限责任公司,存续,914302003205797282,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲隆迈园林绿化工程有限公司,存续,91430223MA7AQBEA1X,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲隆盛电力安装有限公司,存续,91430200682832508M,湖南省,株洲,天元,,电力,,,,施工,,,,,#N/A
株洲隆仕达矿业有限公司,存续,91430223MA7B0UE19R,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲芦淞国有资产投资发展集团有限公司,存续,91430200675567988Q,湖南省,株洲,芦淞,传统施工,,,,,,,公投,,,91430200675567988Q
株洲渌口污水处理有限公司,存续,91430221MA4Q913171,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲渌青园林有限公司,存续,91430221MA7FLNUF4N,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲渌盛建设有限公司,存续,91430221MA4Q9CE84W,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,91430221MA4Q9CE84W
株洲渌湘城市排水有限公司,存续,914302213207165184,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲渌湘工程建设有限公司,存续,91430221MA4PBWG65R,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,91430221MA4PBWG65R
株洲渌湘管线资源经营有限公司,存续,91430221077183722J,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲渌湘投资发展集团有限公司,存续,91430221748389685C,湖南省,株洲,株洲,传统施工,,,,,,,公投,,,91430221748389685C
株洲绿舰园林绿化工程有限责任公司,存续,91430211MAD4A7X08E,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲绿意园林绿化工程有限公司,存续,91430224MA4T5EMY4B,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲麦格米特电气有限责任公司,存续,9143021156594149XE,湖南省,株洲,天元,,,,,工业服务,,,,,装备EPC,#N/A
株洲满钢通信技术有限公司,存续,91430211682839961D,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲煤田建筑有限责任公司,存续,914302007406229565,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,914302007406229565
株洲美安固废资源循环利用有限公司,存续,91430281MA7CRNAP9R,湖南省,株洲,醴陵,环境环保,,,,,,,社投,,,#N/A
株洲美佳卫环境科技有限公司,存续,91430221MAD40A8M22,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲铭源园林绿化有限公司,存续,91430200MA7MFA7H2M,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲沐静森园林绿化工程有限公司,存续,91430200MA4R1U7X02,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲南方阀门股份有限公司,存续,914302001842930461,湖南省,株洲,株洲,,,,水利,工业服务,,,,,装备EPC,#N/A
株洲南方建设工程有限公司,存续,91430200184287287Q,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,91430200184287287Q
株洲南方桥梁工程有限公司,存续,914302005932800786,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲南洲园林绿化工程有限公司,存续,91430221MA4QGJ7T9Q,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲欧华园林景观有限公司,存续,91430224MA4RH8EP7L,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲欧科亿数控精密刀具股份有限公司,存续,914302001843451689,湖南省,株洲,炎陵,,,,,工业服务,,,社投,,,#N/A
株洲乓乓环境工程有限公司,存续,91430211MA4PT3HL3P,湖南省,株洲,天元,环境环保,,,,,施工,,,,,#N/A
株洲蓬源自来水有限公司,存续,91430221MA4R62C38U,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲品晟环境科技有限公司,存续,91430202MA4RUGDE3L,湖南省,株洲,荷塘,环境环保,,,,,,,社投,,,#N/A
株洲璞石园林景观有限公司,存续,91430221MA4T9HF875,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲旗滨集团股份有限公司,存续,91430200776779744R,湖南省,株洲,醴陵,,,,,工业服务,,,社投,,,#N/A
株洲启洁生态环境工程有限公司,存续,91430223MAD3M5JP2M,湖南省,株洲,攸县,环境环保,,,,,施工,,,,,#N/A
株洲启腾园林绿化有限公司,存续,91430211MAC004QA7M,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲启文建筑工程有限公司,存续,91430202068202194Y,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲启源新能源科技有限公司,存续,91430203MACYBAM909,湖南省,长沙,天心,,电力,,,,,,社投,,,#N/A
株洲千金药业股份有限公司,存续,914302007121024513,湖南省,株洲,天元,,,,,工业服务,,,社投,,,#N/A
株洲仟格园林工程有限公司,存续,91430211MA4RG7YU7R,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲强平园林绿化工程有限公司,存续,91430200MA4QRLNH88,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲清森环境科技有限公司,存续,91430204MA7D0QTA96,湖南省,株洲,石峰,环境环保,,,,,,,社投,,,#N/A
株洲清思华筑建设有限公司,存续,91430104MA4T4P4A8P,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲仁仁洁水环境科技有限责任公司,存续,91430211MABPL05225,湖南省,株洲,天元,环境环保,,,,,,,社投,,,#N/A
株洲仁顺电力安装有限公司,存续,91430221MA4LYYFU2A,湖南省,株洲,石峰,,电力,,,,施工,,,,,#N/A
株洲融和新能源有限公司,存续,91430202MA4R9NN316,湖南省,株洲,荷塘,城市供热,,,,,,,社投,,,#N/A
株洲瑞丰建筑工程有限公司,存续,91430211755821819H,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲瑞华燃气有限公司,存续,91430221MA4T5LRFX0,湖南省,衡阳,衡山,城市燃气,,,,,,,社投,,,#N/A
株洲瑞熙工程建设有限公司,存续,9143020032063124XJ,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲润梵园林绿化有限公司,存续,91430221MAD6G5J83D,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲三合园林绿化工程有限公司,存续,91430211MA7F7TLUXH,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲三江建设有限公司,存续,91430224770057935T,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲三盛建设工程有限公司,存续,91430221MA4PNFJJX3,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲森美园林工程有限公司,存续,91430225MA7G70JW5W,湖南省,株洲,炎陵,传统施工,,,,,施工,,,,,#N/A
株洲山木园林景观有限公司,存续,91430281MADBH11H1L,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,#N/A
株洲珅合园林绿化工程有限公司,存续,91430224MA4RPQLU5N,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲神禹水利水电建筑有限责任公司,存续,91430221734789004E,湖南省,株洲,株洲,,电力,,,,施工,,,,,#N/A
株洲圣泉水源工程建筑有限公司,存续,91430204MACX6U3Y0Q,湖南省,株洲,石峰,,,,水利,,施工,,,,,#N/A
株洲石油储运设备有限公司,存续,91430200758008866G,湖南省,株洲,石峰,,石油天然气,,,,施工,,,,,#N/A
株洲时代新材料科技股份有限公司,存续,91430200712106524U,湖南省,株洲,天元,,能源综合,,,工业服务,,,,,装备EPC,91430200712106524U
株洲市安祺防水装饰工程有限责任公司,存续,91430203MA4PAWFA6H,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲市白石港水环境有限责任公司,存续,91430200MA4R35TL5L,湖南省,株洲,芦淞,环境环保,,,,,,,社投,,,#N/A
株洲市柏涵园林有限公司,存续,91430221MABM8JE958,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市宝晋新能源科技有限公司,存续,91430224MADC3ALW0E,湖南省,湘潭,岳塘,,电力,,,,,,社投,,,#N/A
株洲市茶陵县金盛矿业有限公司,存续,914302247991446296,湖南省,株洲,茶陵,,矿冶,,,,,,公投,,,#N/A
株洲市诚信自动控制技术有限公司,存续,91430204582787279M,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市城发新环境科技有限公司,存续,91430200MA4RRHJ2X0,湖南省,株洲,荷塘,环境环保,,,,,,,社投,,,#N/A
株洲市城发置地集团有限公司,存续,9143020018430514X9,湖南省,株洲,荷塘,传统施工,,,,,,,社投,,,#N/A
株洲市城市建设发展集团有限公司,存续,914302007506103774,湖南省,株洲,天元,传统施工,,,,,,,社投,,,914302007506103774
株洲市城西新能源开发有限责任公司,存续,91430200320667939X,湖南省,株洲,天元,城市供热,,,,,,,社投,,,#N/A
株洲市晟元建筑有限公司,存续,91430200MA4LC5JT0N,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市春庆园园林绿化有限公司,存续,91430225MAD0QRL692,湖南省,株洲,炎陵,传统施工,,,,,施工,,,,,#N/A
株洲市大京电力建设有限公司,存续,91430203550749411G,湖南省,株洲,芦淞,,电力,,,,施工,,,,,#N/A
株洲市大京自来水有限公司,存续,91430203MA4L23KMXG,湖南省,株洲,芦淞,供水(自来水）,,,,,,,社投,,,#N/A
株洲市大坪建筑有限责任公司,存续,91430211184483536P,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市地产集团有限公司,存续,91430200779026350U,湖南省,株洲,天元,传统施工,,,,,,,社投,,,91430200779026350U
株洲市第八建筑工程有限公司,存续,91430200184305238W,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,91430200184305238W
株洲市东恒矿业有限公司,存续,91430223MA4LEF1T4L,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲市东起建筑劳务有限公司,存续,91430202344773963M,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市东宇建筑工程有限责任公司,存续,914302236850024384,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,914302236850024384
株洲市方圆设备安装有限公司,存续,914302113978864510,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲市丰源环境治理有限责任公司,存续,91430202MA4T5MGR04,湖南省,株洲,荷塘,环境环保,,,,,,,社投,,,#N/A
株洲市复腾园林景观有限公司,存续,91430221MADL9PDK3C,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市国华智慧能源有限公司,存续,91430200MA4PH9YN9X,湖南省,株洲,天元,,电力,,,,施工,,,,,91430200MA4PH9YN9X
株洲市国兴能源发展有限公司,存续,914302005576146248,湖南省,湘西,吉首,城市燃气,,,,,,,社投,,,#N/A
株洲市国有资产投资控股集团有限公司,存续,914302007121360371,湖南省,株洲,天元,传统施工,,,,,,,公投,,,914302007121360371
株洲市海雁建筑工程有限责任公司,存续,914302027607484251,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,914302027607484251
株洲市合花园林有限公司,存续,91430211734786962C,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市恒辰建筑有限责任公司,存续,91430200MA4QPGH22D,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市宏达工程有限公司,存续,91430200184290515H,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市宏润园林绿化有限责任公司,存续,91430204MA4QNDAP77,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市鸿飞鸿园林有限公司,存续,914302110813546194,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市华福环境科技有限公司,存续,91430200MA4L3KDA95,湖南省,株洲,天元,环境环保,,,,,,,社投,,,#N/A
株洲市华鸿矿业有限公司,存续,9143022367555778X1,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲市汇业环境科技有限公司,存续,91430221MA4T31QH46,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲市慧欣园林建设有限公司,存续,91430202MA7FWD4M96,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市基础设施建设有限公司,存续,9143020073474448XA,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市佳联建设工程有限公司,存续,914302000538893926,湖南省,株洲,荷塘,,电力,,,,施工,,,,,#N/A
株洲市嘉信建筑工程有限公司,存续,91430281712130559L,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,91430281712130559L
株洲市建工装饰安装工程有限公司,存续,91430200707245175L,湖南省,株洲,天元,传统施工,,,,,施工,,,,,91430200707245175L
株洲市建华水电安装有限公司,存续,91430200730535365R,湖南省,株洲,芦淞,,电力,,,,施工,,,,,#N/A
株洲市建兴建筑工程有限公司,存续,91430200184295068P,湖南省,株洲,天元,传统施工,,,,,施工,,,,,91430200184295068P
株洲市江南冷暖设备安装有限责任公司,存续,91430200707278719R,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市锦鹏实业有限公司,存续,91430200397090349U,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市锦轩建设工程有限公司,存续,91430202MA4RJWJ272,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市锦雅安涂料化工有限公司,存续,914302025932852078,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市京华装饰工程有限公司,存续,914302037607340153,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲市景荣园林配套工程有限公司,存续,91430202081376666W,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市俊宇园林绿化工程有限公司,存续,91430202MA4QMQC808,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市凯辰园林绿化工程有限责任公司,存续,91430202MA7E44873E,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市康加建设工程有限公司,存续,91430223MACQWPDD4D,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
