企业名称,经营状态,信用代码,省份,城市,区域,城市基建,能源,交通,水利,工业服务,施工,设计/EPC,投资,其他,EPC,已清洗
湖南刘得贵建设工程有限公司,存续,91430621MA4LA28E9A,湖南省,岳阳,岳阳,传统施工,,,,,施工,,,,,#N/A
湖南浏北建设有限公司,存续,91430100MA4M76GY99,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南浏城建筑勘察设计有限公司,存续,91430181MA4M3GG14F,湖南省,长沙,浏阳,传统施工,,,,,,设计,,,,#N/A
湖南浏程建设工程有限公司,存续,91430181MA4M208Y4L,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南浏泓建筑工程有限公司,存续,91430181MA4TD75C09,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南浏阳经开区水务股份有限公司,存续,914301817305266613,湖南省,长沙,浏阳,水务,,,,,,,社投,,,#N/A
湖南浏阳君尹园林建筑有限公司,存续,91430181MABN5L5200,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南浏永消防工程有限公司,存续,91430111MA7GE23X5Y,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南浏岳建设工程有限公司,存续,91430181MA4RGMH39R,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南琉佳建筑劳务有限公司,存续,91430105MA4T41NA3X,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南琉煤新能源有限公司,存续,91430104MACURJ4W2A,湖南省,长沙,岳麓,,,,,,,,公投,,,#N/A
湖南琉园园林景观工程有限公司,存续,91430181MACHRJ5N3K,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南鎏阳科技发展有限公司,存续,91430102MA7HHG4W9X,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南柳枝绿化工程有限公司,存续,91430112MABX8RCA2M,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南六邦建材科技有限公司,存续,91430112MA4PKN1H49,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南六禾园林绿化工程有限公司,存续,91430600MA7GDN1N2P,湖南省,岳阳,岳阳楼,传统施工,,,,,施工,,,,,#N/A
湖南六建机电安装有限责任公司,存续,91430000732868171R,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430000732868171R
湖南六建久华建设有限公司,存续,91430100MA4R0H3E9J,湖南省,湘潭,雨湖,传统施工,,,,,施工,,,,,91430100MA4R0H3E9J
湖南六建联发安装施工有限责任公司,存续,91430000734761896A,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430000734761896A
湖南六建联兴施工有限责任公司,存续,914300007367649006,湖南省,长沙,开福,传统施工,,,,,施工,,,,,914300007367649006
湖南六建装饰设计工程有限责任公司,存续,914300007328746359,湖南省,长沙,天心,传统施工,,,,,,设计,,,,914300007328746359
湖南六九格润节能环保科技有限公司,存续,91430600MA4PWKND99,湖南省,岳阳,云溪,传统施工,,,,,施工,,,,,#N/A
湖南六九零六信息科技股份有限公司,存续,91430600186081303A,湖南省,岳阳,云溪,,,,,工业服务,,,社投,,,#N/A
湖南六骏建设有限公司,存续,91430104MA4T53W0XX,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南六六工程建设有限公司,存续,91430400MA4L51LA9L,湖南省,衡阳,蒸湘,传统施工,,,,,施工,,,,,91430400MA4L51LA9L
湖南六路防水装饰工程有限公司,存续,91430121MA4PL1A40K,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南六勤建设工程有限公司,存续,91430102MA7ADC4J33,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南六顺交通工程有限公司,存续,91430100MA4LLW9X2U,湖南省,长沙,岳麓,,,,,,施工,,,,,#N/A
湖南六塘建筑有限责任公司,存续,91430624186405101T,湖南省,岳阳,湘阴,传统施工,,,,,施工,,,,,91430624186405101T
湖南六兴建筑工程有限公司,存续,91430111MA7G7C4009,湖南省,岳阳,平江,传统施工,,,,,施工,,,,,#N/A
湖南六众建设工程有限公司,存续,91430104MA4Q2LWL1A,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南龙昂建设工程有限公司,存续,91430111MA4R542D69,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,91430111MA4R542D69
湖南龙昌电力建设有限公司,存续,91430923MA4PPMWD3A,湖南省,益阳,安化,,,,,,施工,,,,,#N/A
湖南龙呈电力建设有限公司,存续,91430300MA4PG8XC4L,湖南省,湘潭,岳塘,,,,,,施工,,,,,#N/A
湖南龙城电力建设有限公司,存续,9143038106221096XD,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南龙晟建设工程有限公司,存续,91431281MA4LYHWN7R,湖南省,益阳,赫山,传统施工,,,,,施工,,,,,91431281MA4LYHWN7R
湖南龙驰建设工程有限公司,存续,91430181MA4Q6RAT5A,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,91430181MA4Q6RAT5A
湖南龙鼎建筑工程有限公司,存续,914301000944698456,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南龙飞电力建设有限公司,存续,914303815549291024,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南龙凤机械制造有限公司,存续,914301247680036718,湖南省,长沙,宁乡,,,,,工业服务,,,社投,,,#N/A
湖南龙福建设有限公司,存续,91430105MA4PBRW98A,湖南省,长沙,开福,,,,,,施工,,,,,#N/A
湖南龙海通信网络有限公司,存续,914302000791596624,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南龙皓集团有限公司,存续,91430702MADDL3E71B,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
湖南龙华水利水电工程建设有限公司,存续,91430100599430882G,湖南省,长沙,雨花,,,,,,施工,,,,,#N/A
湖南龙辉建设工程有限公司,存续,91431121068235228E,湖南省,永州,永州,传统施工,,,,,施工,,,,,#N/A
湖南龙金铂环保科技有限公司,存续,91431003MAE4BDPX0A,湖南省,郴州,苏仙,,,,,,,,公投,,,#N/A
湖南龙井项目管理有限公司,存续,91430225MA4M00JA7L,湖南省,株洲,炎陵,传统施工,,,,,施工,,,,,#N/A
湖南龙开园林景观有限公司,存续,91431121MA4PN7L3XC,湖南省,永州,永州,传统施工,,,,,施工,,,,,#N/A
湖南龙科电力建设有限公司,存续,914301023942147211,湖南省,怀化,鹤城,,,,,,施工,,,,,#N/A
湖南龙澧山泉有限公司,存续,91430502MACYNWLA8M,湖南省,邵阳,双清,供水(自来水）,,,,,,,社投,,,#N/A
湖南龙龙建筑工程有限公司,存续,91431103MA4R337C6P,湖南省,永州,冷水滩,,,,水利,,施工,,,,,#N/A
湖南龙平建筑工程有限公司,存续,91430500MA4LY4RK5A,湖南省,常德,津市,传统施工,,,,,施工,,,,,91430500MA4LY4RK5A
湖南龙擎建筑基础工程有限公司,存续,91430111320585204T,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南龙权固体废物治理有限公司,存续,91430203MABUE8CN74,湖南省,株洲,芦淞,环境环保,,,,,,,社投,,,#N/A
湖南龙升源电力有限公司,存续,91430100MABYK3QR1J,湖南省,永州,江永,,,,,,,,社投,,,#N/A
湖南龙泰建设工程有限公司,存续,91433130085448786Q,湖南省,湘西,龙山,传统施工,,,,,施工,,,,,91433130085448786Q
湖南龙腾消防科技有限公司,存续,91430900396745921G,湖南省,益阳,赫山,传统施工,,,,,施工,,,,,#N/A
湖南龙天建设工程有限公司,存续,9143110069180762XE,湖南省,永州,永州,传统施工,,,,,施工,,,,,#N/A
湖南龙庭建设有限公司,存续,91430600MA4R2TQC2C,湖南省,岳阳,岳阳楼,传统施工,,,,,施工,,,,,#N/A
湖南龙威智能科技有限公司,存续,91430102691842644E,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南龙伟隧道工程劳务有限公司,存续,91430105MA4L2MCC9B,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南龙禧建设工程有限公司,存续,91430103MA4PMJMX98,湖南省,邵阳,邵阳,传统施工,,,,,施工,,,,,91430103MA4PMJMX98
湖南龙骧特来电新能源科技有限责任公司,存续,91430111MA4R0X2L35,湖南省,长沙,岳麓,,,,,,,,社投,,,#N/A
湖南龙祥建筑工程有限公司,存续,91430111MA7FC52K9Y,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南龙翔电力建设有限公司,存续,91430381338394190P,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南龙象建设工程有限公司,存续,91430181MA4LJ4NX49,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南龙效建设工程有限公司,存续,91430281189927255C,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,91430281189927255C
湖南龙鑫电力建设有限公司,存续,91431300MA4PK1R35Q,湖南省,娄底,涟源,,,,,,施工,,,,,#N/A
湖南龙鑫建设工程有限公司,存续,91430103MA4LBNUM7K,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南龙秀建筑劳务有限公司,存续,91430602MA4R388J3D,湖南省,岳阳,汨罗,传统施工,,,,,施工,,,,,#N/A
湖南龙耀建设工程有限公司,存续,914304000622176512,湖南省,永州,永州,传统施工,,,,,施工,,,,,#N/A
湖南龙吟建筑工程有限公司,存续,91430111MA4QL4BK77,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南龙宇城市建设有限公司,存续,91430300MA4RTDK77N,湖南省,湘潭,湘潭,传统施工,,,,,施工,,,,,#N/A
湖南龙宇水利水电工程有限公司,存续,91430121587025564L,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南龙源新能源发展有限公司,存续,91430103MA4LFRWH17,湖南省,长沙,天心,,,,,,,,公投,,,#N/A
湖南龙跃建设有限公司,存续,91430100MA4REWR47T,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南龙子公路工程有限公司,存续,91430100MA4L11L48W,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,91430100MA4L11L48W
湖南珑璟园林建设有限公司,存续,91430111MA7BQ6AD8W,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南栊翠园林绿化工程有限公司,存续,91430111MA4RRJQC1M,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南隆宝园林工程有限公司,存续,91430121MA4QEUQQ44,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南隆晨建设工程有限公司,存续,91430200MA4QJ2A43Y,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
湖南隆城建设工程有限公司,存续,91430100394030762Q,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南隆道建筑工程有限公司,存续,91430181MA4QR4AH9Q,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南隆和建设工程有限公司,存续,91430112MA4LYHF51C,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南隆河水利水电工程有限公司,存续,91430922MAC850RC3H,湖南省,益阳,桃江,,,,,,施工,,,,,#N/A
湖南隆吉工程建设有限公司,存续,91430500MA4L38YQ08,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430500MA4L38YQ08
湖南隆立工程建设有限公司,存续,91430103320542626J,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430103320542626J
湖南隆森园林建设工程有限公司,存续,91430111MA4QMNXN9G,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南隆升园林景观有限公司,存续,91430103MA4R9YC74X,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南隆胜建设工程有限公司,存续,91431100MA4PC0CM96,湖南省,永州,冷水滩,传统施工,,,,,施工,,,,,#N/A
湖南隆顺和建设工程有限公司,存续,91430122MA4LBKBC67,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南隆泰天然气有限公司,存续,91430111MA4QUP3U48,湖南省,长沙,浏阳,城市燃气,,,,,,,社投,,,#N/A
湖南隆泰资源再生利用技术有限公司,存续,91430100MA4LGKYP69,湖南省,长沙,芙蓉,环境环保,,,,,,,社投,,,#N/A
湖南隆廷锋园林绿化工程有限责任公司,存续,91430103MA4R4W1N2K,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南隆途建设有限公司,存续,91430103MAC7FHJY25,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430103MAC7FHJY25
湖南隆献德工程管理有限公司,存续,91430102MA4RD4TT2F,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南隆新达建设工程有限公司,存续,91430104MA4QYX37XF,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南隆鑫住宅工业有限公司,存续,91430100MA4LDHM6X6,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南隆曐建设有限公司,存续,91430103329429224X,湖南省,长沙,天心,环境环保,,,,,,设计,,,,#N/A
湖南隆延建设有限公司,存续,91430104MA4QUWXRX7,湖南省,长沙,望城,传统施工,,,,,施工,,,,,91430104MA4QUWXRX7
湖南隆宇建设有限公司,存续,91430000184212963D,湖南省,长沙,开福,传统施工,,,,,施工,,,,,91430000184212963D
湖南隆源项目管理有限公司,存续,91430000320603898M,湖南省,永州,冷水滩,传统施工,,,,,施工,,,,,91430000320603898M
湖南隆展园林绿化有限公司,存续,91430723MA4RLJMH4P,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
湖南隆振建设工程有限公司,存续,91430103MA4RUU2H6B,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南隆舟建筑工程有限公司,存续,91430111MA7DM6AE6M,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南陇湘市政工程有限公司,存续,91430103094465916A,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南娄底戴家湾煤业集团有限公司,存续,9143000018752521XQ,湖南省,娄底,冷水江,,,,,,,,公投,,,#N/A
湖南娄底路桥建设有限责任公司,存续,91431300730533108L,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,91431300730533108L
湖南娄东建设有限公司,存续,91431300MA4RBJBA29,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南娄峰工程建设有限公司,存续,91431300MA4QGWNU4U,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南娄建基础建筑工程有限公司,存续,91431300MA4L524A3M,湖南省,娄底,冷水江,传统施工,,,,,施工,,,,,#N/A
湖南娄尚建筑工程有限公司,存续,91430104MA4T324G9H,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南娄湘电力建设有限公司,存续,9143038105389110XJ,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南楼暮建设工程有限公司,存续,91420600MA49QH043T,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
湖南陋室名家暖通设备有限公司,存续,91430111397564380F,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南庐悦园林景观有限公司,存续,91430121MA4QPHA39U,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南鲁班风景园林景观工程有限公司,存续,91430300MA4QEMTA06,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南鲁班路桥建设工程有限公司,存续,91430600394301681K,湖南省,永州,宁远,传统施工,,,,,施工,,,,,#N/A
湖南鲁班名匠装饰设计工程有限公司,存续,91430111MA4T107M02,湖南省,长沙,雨花,传统施工,,,,,,设计,,,,#N/A
湖南鲁昊园林建筑工程有限公司,存续,91430181MA4QB6F93C,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南鲁特电力有限公司,存续,91430181MACL34H039,湖南省,长沙,浏阳,,,,,,,,社投,,,#N/A
湖南鲁小班建筑施工有限公司,存续,91430104MA4R4PKC40,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南陆宸建筑工程有限公司,存续,91430100MA4T6L7D16,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南陆德工程咨询有限公司,存续,91430400394067581M,湖南省,衡阳,蒸湘,传统施工,,,,,,设计,,,,#N/A
湖南陆泓建筑工程有限公司,存续,91430521329405847M,湖南省,邵阳,邵阳,传统施工,,,,,施工,,,,,91430521329405847M
湖南陆锦建设有限公司,存续,9143012132053049XH,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南陆坤机电科技有限公司,存续,91430103MA7GNA4F5B,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南鹿鼎建筑工程有限公司,存续,914301027828920492,湖南省,岳阳,汨罗,传统施工,,,,,施工,,,,,#N/A
湖南鹿山生态园林有限公司,存续,91430111MA4R6E1A8N,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南渌信建设集团有限公司,存续,91430281760748468U,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,#N/A
湖南渌信设计有限公司,存续,91430281MA4RFKPW6B,湖南省,株洲,醴陵,传统施工,,,,,,设计,,,,#N/A
湖南禄成建设工程有限公司,存续,914301215954627724,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,914301215954627724
湖南禄垌建设工程有限公司,存续,91430104MA4R2K1C9W,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南禄进裕建筑工程有限公司,存续,91430103MA7LC6J44C,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南禄协建设工程有限公司,存续,91430104MA4RBYD55J,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
湖南路德建设有限公司,存续,914304003256423430,湖南省,衡阳,蒸湘,传统施工,,,,,施工,,,,,#N/A
湖南路港基础建设投资开发有限公司,存续,91430100MA4TF47Y69,湖南省,长沙,岳麓,传统施工,,,,,,,公投,,,#N/A
湖南路港建设有限公司,存续,91430981748398071E,湖南省,益阳,沅江,传统施工,,,,,施工,,,,,91430981748398071E
湖南路建工程有限公司,存续,9143020006822959X8,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
湖南路璟建设有限公司,存续,91431300MA7MJ41196,湖南省,岳阳,岳阳,传统施工,,,,,施工,,,,,#N/A
湖南路桥建设集团有限责任公司,存续,91430000183763763N,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,91430000183763763N
湖南路拓环境科技有限公司,存续,91430702MABTC9230J,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
湖南路腾交通工程有限公司,存续,9143030006010475XW,湖南省,湘潭,湘潭,传统施工,,,,,施工,,,,,#N/A
湖南路鑫交通工程有限公司,存续,91430104MA4R0CLL7Q,湖南省,长沙,岳麓,,,,,,施工,,,,,#N/A
湖南路源建设工程有限公司,存续,91430406MA7B78WK79,湖南省,衡阳,雁峰,传统施工,,,,,施工,,,,,#N/A
湖南路泽项目管理有限公司,存续,91430100MA4R3XBD14,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南麓安建筑工程有限公司,存续,91430100MA4RCC0QXJ,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南麓昌建筑工程有限公司,存续,91430111MA4T57LF3G,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南麓晨建设工程有限公司,存续,91430104MA4LCAF87H,湖南省,湘西,永顺,传统施工,,,,,施工,,,,,#N/A
湖南麓楚建筑工程有限责任公司,存续,91430100MA4P9BMF9Y,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南麓东建筑有限公司,存续,91430100320711266B,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南麓丰建设工程有限公司,存续,91430103MA7MM18H2Y,湖南省,岳阳,云溪,传统施工,,,,,施工,,,,,#N/A
湖南麓枫园林绿化工程有限公司,存续,91430100320534669B,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南麓工建设工程有限公司,存续,91430100MA4LHRUU6F,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南麓谷发展集团有限公司,存续,91430100MA4RM6QQ3L,湖南省,长沙,岳麓,传统施工,,,,,,,社投,,,91430100MA4RM6QQ3L
湖南麓谷建设工程有限公司,存续,91430000184288415K,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430000184288415K
湖南麓谷建筑劳务有限公司,存续,91430100055832832A,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430100055832832A
湖南麓航建设工程有限公司,存续,91430103MA7FFBWA0D,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
